ko_id	kegg_pathway_id	kegg_pathway_name
ko:K19961	path:map01220	Degradation of aromatic compounds
ko:K20808	path:map01220	Degradation of aromatic compounds
ko:K20809	path:map01220	Degradation of aromatic compounds
ko:K21317	path:map01220	Degradation of aromatic compounds
ko:K21318	path:map01220	Degradation of aromatic compounds
ko:K18076	path:map01220	Degradation of aromatic compounds
ko:K18077	path:map01220	Degradation of aromatic compounds
ko:K18087	path:map01220	Degradation of aromatic compounds
ko:K18088	path:map01220	Degradation of aromatic compounds
ko:K18089	path:map01220	Degradation of aromatic compounds
ko:K17048	path:map01220	Degradation of aromatic compounds
ko:K17049	path:map01220	Degradation of aromatic compounds
ko:K17754	path:map01220	Degradation of aromatic compounds
ko:K10700	path:map01220	Degradation of aromatic compounds
ko:K18068	path:map01220	Degradation of aromatic compounds
ko:K18069	path:map01220	Degradation of aromatic compounds
ko:K18074	path:map01220	Degradation of aromatic compounds
ko:K18075	path:map01220	Degradation of aromatic compounds
ko:K18257	path:map01220	Degradation of aromatic compounds
ko:K18293	path:map01220	Degradation of aromatic compounds
ko:K18364	path:map01220	Degradation of aromatic compounds
ko:K18365	path:map01220	Degradation of aromatic compounds
ko:K18366	path:map01220	Degradation of aromatic compounds
ko:K18090	path:map01220	Degradation of aromatic compounds
ko:K18092	path:map01220	Degradation of aromatic compounds
ko:K18227	path:map01220	Degradation of aromatic compounds
ko:K18251	path:map01220	Degradation of aromatic compounds
ko:K18252	path:map01220	Degradation of aromatic compounds
ko:K18253	path:map01220	Degradation of aromatic compounds
ko:K18254	path:map01220	Degradation of aromatic compounds
ko:K18255	path:map01220	Degradation of aromatic compounds
ko:K19065	path:map01220	Degradation of aromatic compounds
ko:K19515	path:map01220	Degradation of aromatic compounds
ko:K18067	path:map01220	Degradation of aromatic compounds
ko:K01758	path:map01230	Biosynthesis of amino acids
ko:K01783	path:map01230	Biosynthesis of amino acids
ko:K01803	path:map01230	Biosynthesis of amino acids
ko:K01778	path:map01230	Biosynthesis of amino acids
ko:K00548	path:map01230	Biosynthesis of amino acids
ko:K00549	path:map01230	Biosynthesis of amino acids
ko:K01760	path:map01230	Biosynthesis of amino acids
ko:K00611	path:map01230	Biosynthesis of amino acids
ko:K00615	path:map01230	Biosynthesis of amino acids
ko:K00616	path:map01230	Biosynthesis of amino acids
ko:K00618	path:map01230	Biosynthesis of amino acids
ko:K00619	path:map01230	Biosynthesis of amino acids
ko:K00620	path:map01230	Biosynthesis of amino acids
ko:K00640	path:map01230	Biosynthesis of amino acids
ko:K00641	path:map01230	Biosynthesis of amino acids
ko:K00651	path:map01230	Biosynthesis of amino acids
ko:K01807	path:map01230	Biosynthesis of amino acids
ko:K01808	path:map01230	Biosynthesis of amino acids
ko:K01814	path:map01230	Biosynthesis of amino acids
ko:K00600	path:map01230	Biosynthesis of amino acids
ko:K00003	path:map01230	Biosynthesis of amino acids
ko:K00013	path:map01230	Biosynthesis of amino acids
ko:K00014	path:map01230	Biosynthesis of amino acids
ko:K00030	path:map01230	Biosynthesis of amino acids
ko:K00031	path:map01230	Biosynthesis of amino acids
ko:K00052	path:map01230	Biosynthesis of amino acids
ko:K00053	path:map01230	Biosynthesis of amino acids
ko:K00058	path:map01230	Biosynthesis of amino acids
ko:K00133	path:map01230	Biosynthesis of amino acids
ko:K00134	path:map01230	Biosynthesis of amino acids
ko:K00143	path:map01230	Biosynthesis of amino acids
ko:K00145	path:map01230	Biosynthesis of amino acids
ko:K00147	path:map01230	Biosynthesis of amino acids
ko:K00150	path:map01230	Biosynthesis of amino acids
ko:K00211	path:map01230	Biosynthesis of amino acids
ko:K00215	path:map01230	Biosynthesis of amino acids
ko:K00220	path:map01230	Biosynthesis of amino acids
ko:K00264	path:map01230	Biosynthesis of amino acids
ko:K00265	path:map01230	Biosynthesis of amino acids
ko:K00266	path:map01230	Biosynthesis of amino acids
ko:K00286	path:map01230	Biosynthesis of amino acids
ko:K00290	path:map01230	Biosynthesis of amino acids
ko:K00293	path:map01230	Biosynthesis of amino acids
ko:K00500	path:map01230	Biosynthesis of amino acids
ko:K01079	path:map01230	Biosynthesis of amino acids
ko:K01089	path:map01230	Biosynthesis of amino acids
ko:K01243	path:map01230	Biosynthesis of amino acids
ko:K01438	path:map01230	Biosynthesis of amino acids
ko:K01439	path:map01230	Biosynthesis of amino acids
ko:K01476	path:map01230	Biosynthesis of amino acids
ko:K01496	path:map01230	Biosynthesis of amino acids
ko:K01523	path:map01230	Biosynthesis of amino acids
ko:K01586	path:map01230	Biosynthesis of amino acids
ko:K01609	path:map01230	Biosynthesis of amino acids
ko:K01620	path:map01230	Biosynthesis of amino acids
ko:K01622	path:map01230	Biosynthesis of amino acids
ko:K00674	path:map01230	Biosynthesis of amino acids
ko:K00765	path:map01230	Biosynthesis of amino acids
ko:K00766	path:map01230	Biosynthesis of amino acids
ko:K00789	path:map01230	Biosynthesis of amino acids
ko:K00800	path:map01230	Biosynthesis of amino acids
ko:K00811	path:map01230	Biosynthesis of amino acids
ko:K00812	path:map01230	Biosynthesis of amino acids
ko:K00813	path:map01230	Biosynthesis of amino acids
ko:K00814	path:map01230	Biosynthesis of amino acids
ko:K00817	path:map01230	Biosynthesis of amino acids
ko:K00818	path:map01230	Biosynthesis of amino acids
ko:K00821	path:map01230	Biosynthesis of amino acids
ko:K00826	path:map01230	Biosynthesis of amino acids
ko:K00831	path:map01230	Biosynthesis of amino acids
ko:K00832	path:map01230	Biosynthesis of amino acids
ko:K00836	path:map01230	Biosynthesis of amino acids
ko:K00838	path:map01230	Biosynthesis of amino acids
ko:K00841	path:map01230	Biosynthesis of amino acids
ko:K00850	path:map01230	Biosynthesis of amino acids
ko:K00872	path:map01230	Biosynthesis of amino acids
ko:K00873	path:map01230	Biosynthesis of amino acids
ko:K00891	path:map01230	Biosynthesis of amino acids
ko:K00918	path:map01230	Biosynthesis of amino acids
ko:K00927	path:map01230	Biosynthesis of amino acids
ko:K00928	path:map01230	Biosynthesis of amino acids
ko:K00930	path:map01230	Biosynthesis of amino acids
ko:K00931	path:map01230	Biosynthesis of amino acids
ko:K00948	path:map01230	Biosynthesis of amino acids
ko:K01735	path:map01230	Biosynthesis of amino acids
ko:K01736	path:map01230	Biosynthesis of amino acids
ko:K01738	path:map01230	Biosynthesis of amino acids
ko:K01739	path:map01230	Biosynthesis of amino acids
ko:K01750	path:map01230	Biosynthesis of amino acids
ko:K01752	path:map01230	Biosynthesis of amino acids
ko:K01754	path:map01230	Biosynthesis of amino acids
ko:K01755	path:map01230	Biosynthesis of amino acids
ko:K24017	path:map01230	Biosynthesis of amino acids
ko:K24018	path:map01230	Biosynthesis of amino acids
ko:K24034	path:map01230	Biosynthesis of amino acids
ko:K24042	path:map01230	Biosynthesis of amino acids
ko:K25528	path:map01230	Biosynthesis of amino acids
ko:K06001	path:map01230	Biosynthesis of amino acids
ko:K06208	path:map01230	Biosynthesis of amino acids
ko:K06209	path:map01230	Biosynthesis of amino acids
ko:K01817	path:map01230	Biosynthesis of amino acids
ko:K01834	path:map01230	Biosynthesis of amino acids
ko:K01850	path:map01230	Biosynthesis of amino acids
ko:K01914	path:map01230	Biosynthesis of amino acids
ko:K01915	path:map01230	Biosynthesis of amino acids
ko:K01940	path:map01230	Biosynthesis of amino acids
ko:K01948	path:map01230	Biosynthesis of amino acids
ko:K01953	path:map01230	Biosynthesis of amino acids
ko:K01958	path:map01230	Biosynthesis of amino acids
ko:K01959	path:map01230	Biosynthesis of amino acids
ko:K01960	path:map01230	Biosynthesis of amino acids
ko:K02203	path:map01230	Biosynthesis of amino acids
ko:K02204	path:map01230	Biosynthesis of amino acids
ko:K02500	path:map01230	Biosynthesis of amino acids
ko:K02501	path:map01230	Biosynthesis of amino acids
ko:K02502	path:map01230	Biosynthesis of amino acids
ko:K03340	path:map01230	Biosynthesis of amino acids
ko:K03785	path:map01230	Biosynthesis of amino acids
ko:K03786	path:map01230	Biosynthesis of amino acids
ko:K03856	path:map01230	Biosynthesis of amino acids
ko:K04092	path:map01230	Biosynthesis of amino acids
ko:K04093	path:map01230	Biosynthesis of amino acids
ko:K04486	path:map01230	Biosynthesis of amino acids
ko:K04516	path:map01230	Biosynthesis of amino acids
ko:K04517	path:map01230	Biosynthesis of amino acids
ko:K04518	path:map01230	Biosynthesis of amino acids
ko:K05359	path:map01230	Biosynthesis of amino acids
ko:K05602	path:map01230	Biosynthesis of amino acids
ko:K05822	path:map01230	Biosynthesis of amino acids
ko:K05823	path:map01230	Biosynthesis of amino acids
ko:K05824	path:map01230	Biosynthesis of amino acids
ko:K05827	path:map01230	Biosynthesis of amino acids
ko:K05828	path:map01230	Biosynthesis of amino acids
ko:K05829	path:map01230	Biosynthesis of amino acids
ko:K05830	path:map01230	Biosynthesis of amino acids
ko:K05831	path:map01230	Biosynthesis of amino acids
ko:K05942	path:map01230	Biosynthesis of amino acids
ko:K01623	path:map01230	Biosynthesis of amino acids
ko:K01624	path:map01230	Biosynthesis of amino acids
ko:K01626	path:map01230	Biosynthesis of amino acids
ko:K07173	path:map01230	Biosynthesis of amino acids
ko:K08093	path:map01230	Biosynthesis of amino acids
ko:K08094	path:map01230	Biosynthesis of amino acids
ko:K09011	path:map01230	Biosynthesis of amino acids
ko:K09065	path:map01230	Biosynthesis of amino acids
ko:K09758	path:map01230	Biosynthesis of amino acids
ko:K10150	path:map01230	Biosynthesis of amino acids
ko:K10206	path:map01230	Biosynthesis of amino acids
ko:K10977	path:map01230	Biosynthesis of amino acids
ko:K10978	path:map01230	Biosynthesis of amino acids
ko:K11067	path:map01230	Biosynthesis of amino acids
ko:K11258	path:map01230	Biosynthesis of amino acids
ko:K11358	path:map01230	Biosynthesis of amino acids
ko:K11389	path:map01230	Biosynthesis of amino acids
ko:K11645	path:map01230	Biosynthesis of amino acids
ko:K11755	path:map01230	Biosynthesis of amino acids
ko:K12339	path:map01230	Biosynthesis of amino acids
ko:K12406	path:map01230	Biosynthesis of amino acids
ko:K12524	path:map01230	Biosynthesis of amino acids
ko:K12525	path:map01230	Biosynthesis of amino acids
ko:K12526	path:map01230	Biosynthesis of amino acids
ko:K12657	path:map01230	Biosynthesis of amino acids
ko:K12659	path:map01230	Biosynthesis of amino acids
ko:K13034	path:map01230	Biosynthesis of amino acids
ko:K13497	path:map01230	Biosynthesis of amino acids
ko:K13498	path:map01230	Biosynthesis of amino acids
ko:K13501	path:map01230	Biosynthesis of amino acids
ko:K13503	path:map01230	Biosynthesis of amino acids
ko:K13810	path:map01230	Biosynthesis of amino acids
ko:K13812	path:map01230	Biosynthesis of amino acids
ko:K13829	path:map01230	Biosynthesis of amino acids
ko:K13830	path:map01230	Biosynthesis of amino acids
ko:K13831	path:map01230	Biosynthesis of amino acids
ko:K13832	path:map01230	Biosynthesis of amino acids
ko:K13853	path:map01230	Biosynthesis of amino acids
ko:K14152	path:map01230	Biosynthesis of amino acids
ko:K14155	path:map01230	Biosynthesis of amino acids
ko:K01682	path:map01230	Biosynthesis of amino acids
ko:K01687	path:map01230	Biosynthesis of amino acids
ko:K14170	path:map01230	Biosynthesis of amino acids
ko:K01647	path:map01230	Biosynthesis of amino acids
ko:K01649	path:map01230	Biosynthesis of amino acids
ko:K01652	path:map01230	Biosynthesis of amino acids
ko:K01653	path:map01230	Biosynthesis of amino acids
ko:K01655	path:map01230	Biosynthesis of amino acids
ko:K01656	path:map01230	Biosynthesis of amino acids
ko:K01657	path:map01230	Biosynthesis of amino acids
ko:K01658	path:map01230	Biosynthesis of amino acids
ko:K01663	path:map01230	Biosynthesis of amino acids
ko:K01681	path:map01230	Biosynthesis of amino acids
ko:K01714	path:map01230	Biosynthesis of amino acids
ko:K01733	path:map01230	Biosynthesis of amino acids
ko:K01689	path:map01230	Biosynthesis of amino acids
ko:K01693	path:map01230	Biosynthesis of amino acids
ko:K01694	path:map01230	Biosynthesis of amino acids
ko:K01695	path:map01230	Biosynthesis of amino acids
ko:K01696	path:map01230	Biosynthesis of amino acids
ko:K01697	path:map01230	Biosynthesis of amino acids
ko:K01702	path:map01230	Biosynthesis of amino acids
ko:K01703	path:map01230	Biosynthesis of amino acids
ko:K01704	path:map01230	Biosynthesis of amino acids
ko:K01705	path:map01230	Biosynthesis of amino acids
ko:K01713	path:map01230	Biosynthesis of amino acids
ko:K15227	path:map01230	Biosynthesis of amino acids
ko:K15633	path:map01230	Biosynthesis of amino acids
ko:K19412	path:map01230	Biosynthesis of amino acids
ko:K21071	path:map01230	Biosynthesis of amino acids
ko:K22305	path:map01230	Biosynthesis of amino acids
ko:K22476	path:map01230	Biosynthesis of amino acids
ko:K22477	path:map01230	Biosynthesis of amino acids
ko:K22478	path:map01230	Biosynthesis of amino acids
ko:K22846	path:map01230	Biosynthesis of amino acids
ko:K23304	path:map01230	Biosynthesis of amino acids
ko:K14677	path:map01230	Biosynthesis of amino acids
ko:K14681	path:map01230	Biosynthesis of amino acids
ko:K14682	path:map01230	Biosynthesis of amino acids
ko:K17450	path:map01230	Biosynthesis of amino acids
ko:K17462	path:map01230	Biosynthesis of amino acids
ko:K15634	path:map01230	Biosynthesis of amino acids
ko:K15635	path:map01230	Biosynthesis of amino acids
ko:K14187	path:map01230	Biosynthesis of amino acids
ko:K14260	path:map01230	Biosynthesis of amino acids
ko:K14267	path:map01230	Biosynthesis of amino acids
ko:K14272	path:map01230	Biosynthesis of amino acids
ko:K14454	path:map01230	Biosynthesis of amino acids
ko:K14455	path:map01230	Biosynthesis of amino acids
ko:K17069	path:map01230	Biosynthesis of amino acids
ko:K17216	path:map01230	Biosynthesis of amino acids
ko:K17217	path:map01230	Biosynthesis of amino acids
ko:K15849	path:map01230	Biosynthesis of amino acids
ko:K16305	path:map01230	Biosynthesis of amino acids
ko:K17753	path:map01230	Biosynthesis of amino acids
ko:K17989	path:map01230	Biosynthesis of amino acids
ko:K16792	path:map01230	Biosynthesis of amino acids
ko:K16793	path:map01230	Biosynthesis of amino acids
ko:K16306	path:map01230	Biosynthesis of amino acids
ko:K16370	path:map01230	Biosynthesis of amino acids
ko:K18649	path:map01230	Biosynthesis of amino acids
ko:K00087	path:map01232	Nucleotide metabolism
ko:K25434	path:map01232	Nucleotide metabolism
ko:K25435	path:map01232	Nucleotide metabolism
ko:K25589	path:map01232	Nucleotide metabolism
ko:K00088	path:map01232	Nucleotide metabolism
ko:K26110	path:map01232	Nucleotide metabolism
ko:K26211	path:map01232	Nucleotide metabolism
ko:K00106	path:map01232	Nucleotide metabolism
ko:K25641	path:map01232	Nucleotide metabolism
ko:K00945	path:map01232	Nucleotide metabolism
ko:K01081	path:map01232	Nucleotide metabolism
ko:K01129	path:map01232	Nucleotide metabolism
ko:K01239	path:map01232	Nucleotide metabolism
ko:K01240	path:map01232	Nucleotide metabolism
ko:K01241	path:map01232	Nucleotide metabolism
ko:K01250	path:map01232	Nucleotide metabolism
ko:K01485	path:map01232	Nucleotide metabolism
ko:K01486	path:map01232	Nucleotide metabolism
ko:K01487	path:map01232	Nucleotide metabolism
ko:K01488	path:map01232	Nucleotide metabolism
ko:K01489	path:map01232	Nucleotide metabolism
ko:K26212	path:map01232	Nucleotide metabolism
ko:K01493	path:map01232	Nucleotide metabolism
ko:K01494	path:map01232	Nucleotide metabolism
ko:K01509	path:map01232	Nucleotide metabolism
ko:K00364	path:map01232	Nucleotide metabolism
ko:K00524	path:map01232	Nucleotide metabolism
ko:K00525	path:map01232	Nucleotide metabolism
ko:K00526	path:map01232	Nucleotide metabolism
ko:K00527	path:map01232	Nucleotide metabolism
ko:K00560	path:map01232	Nucleotide metabolism
ko:K00756	path:map01232	Nucleotide metabolism
ko:K00757	path:map01232	Nucleotide metabolism
ko:K00758	path:map01232	Nucleotide metabolism
ko:K00759	path:map01232	Nucleotide metabolism
ko:K00760	path:map01232	Nucleotide metabolism
ko:K00761	path:map01232	Nucleotide metabolism
ko:K00769	path:map01232	Nucleotide metabolism
ko:K00856	path:map01232	Nucleotide metabolism
ko:K00857	path:map01232	Nucleotide metabolism
ko:K00876	path:map01232	Nucleotide metabolism
ko:K00892	path:map01232	Nucleotide metabolism
ko:K00893	path:map01232	Nucleotide metabolism
ko:K00904	path:map01232	Nucleotide metabolism
ko:K00939	path:map01232	Nucleotide metabolism
ko:K00940	path:map01232	Nucleotide metabolism
ko:K00942	path:map01232	Nucleotide metabolism
ko:K00943	path:map01232	Nucleotide metabolism
ko:K00944	path:map01232	Nucleotide metabolism
ko:K06966	path:map01232	Nucleotide metabolism
ko:K07023	path:map01232	Nucleotide metabolism
ko:K07043	path:map01232	Nucleotide metabolism
ko:K08320	path:map01232	Nucleotide metabolism
ko:K08693	path:map01232	Nucleotide metabolism
ko:K08722	path:map01232	Nucleotide metabolism
ko:K08723	path:map01232	Nucleotide metabolism
ko:K09887	path:map01232	Nucleotide metabolism
ko:K09903	path:map01232	Nucleotide metabolism
ko:K09913	path:map01232	Nucleotide metabolism
ko:K10213	path:map01232	Nucleotide metabolism
ko:K10353	path:map01232	Nucleotide metabolism
ko:K01490	path:map01232	Nucleotide metabolism
ko:K10807	path:map01232	Nucleotide metabolism
ko:K10808	path:map01232	Nucleotide metabolism
ko:K11177	path:map01232	Nucleotide metabolism
ko:K01510	path:map01232	Nucleotide metabolism
ko:K01511	path:map01232	Nucleotide metabolism
ko:K01513	path:map01232	Nucleotide metabolism
ko:K01519	path:map01232	Nucleotide metabolism
ko:K01520	path:map01232	Nucleotide metabolism
ko:K01529	path:map01232	Nucleotide metabolism
ko:K01756	path:map01232	Nucleotide metabolism
ko:K01937	path:map01232	Nucleotide metabolism
ko:K01939	path:map01232	Nucleotide metabolism
ko:K01951	path:map01232	Nucleotide metabolism
ko:K02566	path:map01232	Nucleotide metabolism
ko:K02825	path:map01232	Nucleotide metabolism
ko:K03365	path:map01232	Nucleotide metabolism
ko:K03465	path:map01232	Nucleotide metabolism
ko:K03783	path:map01232	Nucleotide metabolism
ko:K03784	path:map01232	Nucleotide metabolism
ko:K03787	path:map01232	Nucleotide metabolism
ko:K03816	path:map01232	Nucleotide metabolism
ko:K04765	path:map01232	Nucleotide metabolism
ko:K05810	path:map01232	Nucleotide metabolism
ko:K05961	path:map01232	Nucleotide metabolism
ko:K06287	path:map01232	Nucleotide metabolism
ko:K06928	path:map01232	Nucleotide metabolism
ko:K06952	path:map01232	Nucleotide metabolism
ko:K19572	path:map01232	Nucleotide metabolism
ko:K19836	path:map01232	Nucleotide metabolism
ko:K19970	path:map01232	Nucleotide metabolism
ko:K20881	path:map01232	Nucleotide metabolism
ko:K21053	path:map01232	Nucleotide metabolism
ko:K21057	path:map01232	Nucleotide metabolism
ko:K21636	path:map01232	Nucleotide metabolism
ko:K22026	path:map01232	Nucleotide metabolism
ko:K24242	path:map01232	Nucleotide metabolism
ko:K13480	path:map01232	Nucleotide metabolism
ko:K13481	path:map01232	Nucleotide metabolism
ko:K13482	path:map01232	Nucleotide metabolism
ko:K13483	path:map01232	Nucleotide metabolism
ko:K13799	path:map01232	Nucleotide metabolism
ko:K13800	path:map01232	Nucleotide metabolism
ko:K13809	path:map01232	Nucleotide metabolism
ko:K11178	path:map01232	Nucleotide metabolism
ko:K11751	path:map01232	Nucleotide metabolism
ko:K12304	path:map01232	Nucleotide metabolism
ko:K12305	path:map01232	Nucleotide metabolism
ko:K12700	path:map01232	Nucleotide metabolism
ko:K13479	path:map01232	Nucleotide metabolism
ko:K16855	path:map01232	Nucleotide metabolism
ko:K16904	path:map01232	Nucleotide metabolism
ko:K18532	path:map01232	Nucleotide metabolism
ko:K18533	path:map01232	Nucleotide metabolism
ko:K18550	path:map01232	Nucleotide metabolism
ko:K18931	path:map01232	Nucleotide metabolism
ko:K15518	path:map01232	Nucleotide metabolism
ko:K13998	path:map01232	Nucleotide metabolism
ko:K14641	path:map01232	Nucleotide metabolism
ko:K14642	path:map01232	Nucleotide metabolism
ko:K15519	path:map01232	Nucleotide metabolism
ko:K15780	path:map01232	Nucleotide metabolism
ko:K00059	path:map01240	Biosynthesis of cofactors
ko:K01937	path:map01240	Biosynthesis of cofactors
ko:K01938	path:map01240	Biosynthesis of cofactors
ko:K01939	path:map01240	Biosynthesis of cofactors
ko:K01947	path:map01240	Biosynthesis of cofactors
ko:K00002	path:map01240	Biosynthesis of cofactors
ko:K00012	path:map01240	Biosynthesis of cofactors
ko:K00463	path:map01240	Biosynthesis of cofactors
ko:K00486	path:map01240	Biosynthesis of cofactors
ko:K00515	path:map01240	Biosynthesis of cofactors
ko:K00568	path:map01240	Biosynthesis of cofactors
ko:K00589	path:map01240	Biosynthesis of cofactors
ko:K00591	path:map01240	Biosynthesis of cofactors
ko:K00595	path:map01240	Biosynthesis of cofactors
ko:K00600	path:map01240	Biosynthesis of cofactors
ko:K00606	path:map01240	Biosynthesis of cofactors
ko:K00608	path:map01240	Biosynthesis of cofactors
ko:K00609	path:map01240	Biosynthesis of cofactors
ko:K00610	path:map01240	Biosynthesis of cofactors
ko:K01950	path:map01240	Biosynthesis of cofactors
ko:K01954	path:map01240	Biosynthesis of cofactors
ko:K01955	path:map01240	Biosynthesis of cofactors
ko:K01956	path:map01240	Biosynthesis of cofactors
ko:K00072	path:map01240	Biosynthesis of cofactors
ko:K00077	path:map01240	Biosynthesis of cofactors
ko:K00082	path:map01240	Biosynthesis of cofactors
ko:K00097	path:map01240	Biosynthesis of cofactors
ko:K00103	path:map01240	Biosynthesis of cofactors
ko:K00128	path:map01240	Biosynthesis of cofactors
ko:K00208	path:map01240	Biosynthesis of cofactors
ko:K00225	path:map01240	Biosynthesis of cofactors
ko:K00226	path:map01240	Biosynthesis of cofactors
ko:K00228	path:map01240	Biosynthesis of cofactors
ko:K00230	path:map01240	Biosynthesis of cofactors
ko:K00231	path:map01240	Biosynthesis of cofactors
ko:K00254	path:map01240	Biosynthesis of cofactors
ko:K00275	path:map01240	Biosynthesis of cofactors
ko:K00278	path:map01240	Biosynthesis of cofactors
ko:K00287	path:map01240	Biosynthesis of cofactors
ko:K00288	path:map01240	Biosynthesis of cofactors
ko:K00300	path:map01240	Biosynthesis of cofactors
ko:K00355	path:map01240	Biosynthesis of cofactors
ko:K00382	path:map01240	Biosynthesis of cofactors
ko:K00435	path:map01240	Biosynthesis of cofactors
ko:K00452	path:map01240	Biosynthesis of cofactors
ko:K00453	path:map01240	Biosynthesis of cofactors
ko:K00457	path:map01240	Biosynthesis of cofactors
ko:K00946	path:map01240	Biosynthesis of cofactors
ko:K00949	path:map01240	Biosynthesis of cofactors
ko:K00950	path:map01240	Biosynthesis of cofactors
ko:K00953	path:map01240	Biosynthesis of cofactors
ko:K00954	path:map01240	Biosynthesis of cofactors
ko:K00963	path:map01240	Biosynthesis of cofactors
ko:K00966	path:map01240	Biosynthesis of cofactors
ko:K00969	path:map01240	Biosynthesis of cofactors
ko:K01012	path:map01240	Biosynthesis of cofactors
ko:K01053	path:map01240	Biosynthesis of cofactors
ko:K01077	path:map01240	Biosynthesis of cofactors
ko:K01113	path:map01240	Biosynthesis of cofactors
ko:K00643	path:map01240	Biosynthesis of cofactors
ko:K00647	path:map01240	Biosynthesis of cofactors
ko:K00652	path:map01240	Biosynthesis of cofactors
ko:K00699	path:map01240	Biosynthesis of cofactors
ko:K00762	path:map01240	Biosynthesis of cofactors
ko:K00763	path:map01240	Biosynthesis of cofactors
ko:K00767	path:map01240	Biosynthesis of cofactors
ko:K00768	path:map01240	Biosynthesis of cofactors
ko:K00788	path:map01240	Biosynthesis of cofactors
ko:K00789	path:map01240	Biosynthesis of cofactors
ko:K00793	path:map01240	Biosynthesis of cofactors
ko:K00794	path:map01240	Biosynthesis of cofactors
ko:K00796	path:map01240	Biosynthesis of cofactors
ko:K00798	path:map01240	Biosynthesis of cofactors
ko:K00826	path:map01240	Biosynthesis of cofactors
ko:K00831	path:map01240	Biosynthesis of cofactors
ko:K00833	path:map01240	Biosynthesis of cofactors
ko:K00858	path:map01240	Biosynthesis of cofactors
ko:K00859	path:map01240	Biosynthesis of cofactors
ko:K00861	path:map01240	Biosynthesis of cofactors
ko:K00867	path:map01240	Biosynthesis of cofactors
ko:K00868	path:map01240	Biosynthesis of cofactors
ko:K00877	path:map01240	Biosynthesis of cofactors
ko:K00878	path:map01240	Biosynthesis of cofactors
ko:K00939	path:map01240	Biosynthesis of cofactors
ko:K00940	path:map01240	Biosynthesis of cofactors
ko:K00941	path:map01240	Biosynthesis of cofactors
ko:K00944	path:map01240	Biosynthesis of cofactors
ko:K01906	path:map01240	Biosynthesis of cofactors
ko:K01911	path:map01240	Biosynthesis of cofactors
ko:K01916	path:map01240	Biosynthesis of cofactors
ko:K01918	path:map01240	Biosynthesis of cofactors
ko:K01919	path:map01240	Biosynthesis of cofactors
ko:K01920	path:map01240	Biosynthesis of cofactors
ko:K01922	path:map01240	Biosynthesis of cofactors
ko:K01930	path:map01240	Biosynthesis of cofactors
ko:K01935	path:map01240	Biosynthesis of cofactors
ko:K09883	path:map01240	Biosynthesis of cofactors
ko:K09903	path:map01240	Biosynthesis of cofactors
ko:K10046	path:map01240	Biosynthesis of cofactors
ko:K10047	path:map01240	Biosynthesis of cofactors
ko:K10105	path:map01240	Biosynthesis of cofactors
ko:K10106	path:map01240	Biosynthesis of cofactors
ko:K10810	path:map01240	Biosynthesis of cofactors
ko:K10977	path:map01240	Biosynthesis of cofactors
ko:K02169	path:map01240	Biosynthesis of cofactors
ko:K02170	path:map01240	Biosynthesis of cofactors
ko:K02188	path:map01240	Biosynthesis of cofactors
ko:K02189	path:map01240	Biosynthesis of cofactors
ko:K02190	path:map01240	Biosynthesis of cofactors
ko:K02191	path:map01240	Biosynthesis of cofactors
ko:K02201	path:map01240	Biosynthesis of cofactors
ko:K02224	path:map01240	Biosynthesis of cofactors
ko:K02225	path:map01240	Biosynthesis of cofactors
ko:K02226	path:map01240	Biosynthesis of cofactors
ko:K02227	path:map01240	Biosynthesis of cofactors
ko:K02228	path:map01240	Biosynthesis of cofactors
ko:K02229	path:map01240	Biosynthesis of cofactors
ko:K02230	path:map01240	Biosynthesis of cofactors
ko:K02231	path:map01240	Biosynthesis of cofactors
ko:K02232	path:map01240	Biosynthesis of cofactors
ko:K02233	path:map01240	Biosynthesis of cofactors
ko:K02257	path:map01240	Biosynthesis of cofactors
ko:K02259	path:map01240	Biosynthesis of cofactors
ko:K02302	path:map01240	Biosynthesis of cofactors
ko:K02303	path:map01240	Biosynthesis of cofactors
ko:K02304	path:map01240	Biosynthesis of cofactors
ko:K02318	path:map01240	Biosynthesis of cofactors
ko:K02372	path:map01240	Biosynthesis of cofactors
ko:K02492	path:map01240	Biosynthesis of cofactors
ko:K02495	path:map01240	Biosynthesis of cofactors
ko:K02496	path:map01240	Biosynthesis of cofactors
ko:K02548	path:map01240	Biosynthesis of cofactors
ko:K02549	path:map01240	Biosynthesis of cofactors
ko:K02551	path:map01240	Biosynthesis of cofactors
ko:K02552	path:map01240	Biosynthesis of cofactors
ko:K02619	path:map01240	Biosynthesis of cofactors
ko:K02823	path:map01240	Biosynthesis of cofactors
ko:K02858	path:map01240	Biosynthesis of cofactors
ko:K03146	path:map01240	Biosynthesis of cofactors
ko:K03147	path:map01240	Biosynthesis of cofactors
ko:K03148	path:map01240	Biosynthesis of cofactors
ko:K03149	path:map01240	Biosynthesis of cofactors
ko:K03150	path:map01240	Biosynthesis of cofactors
ko:K03151	path:map01240	Biosynthesis of cofactors
ko:K03153	path:map01240	Biosynthesis of cofactors
ko:K03179	path:map01240	Biosynthesis of cofactors
ko:K03181	path:map01240	Biosynthesis of cofactors
ko:K03182	path:map01240	Biosynthesis of cofactors
ko:K03183	path:map01240	Biosynthesis of cofactors
ko:K03184	path:map01240	Biosynthesis of cofactors
ko:K03185	path:map01240	Biosynthesis of cofactors
