ko_id	kegg_pathway_id	kegg_pathway_name
ko:K00114	path:map00010	Glycolysis / Gluconeogenesis
ko:K00121	path:map00010	Glycolysis / Gluconeogenesis
ko:K00128	path:map00010	Glycolysis / Gluconeogenesis
ko:K00129	path:map00010	Glycolysis / Gluconeogenesis
ko:K00016	path:map00010	Glycolysis / Gluconeogenesis
ko:K13979	path:map00010	Glycolysis / Gluconeogenesis
ko:K13980	path:map00010	Glycolysis / Gluconeogenesis
ko:K14028	path:map00010	Glycolysis / Gluconeogenesis
ko:K14029	path:map00010	Glycolysis / Gluconeogenesis
ko:K00131	path:map00010	Glycolysis / Gluconeogenesis
ko:K01086	path:map00010	Glycolysis / Gluconeogenesis
ko:K01222	path:map00010	Glycolysis / Gluconeogenesis
ko:K01223	path:map00010	Glycolysis / Gluconeogenesis
ko:K00002	path:map00010	Glycolysis / Gluconeogenesis
ko:K00001	path:map00010	Glycolysis / Gluconeogenesis
ko:K01596	path:map00010	Glycolysis / Gluconeogenesis
ko:K01610	path:map00010	Glycolysis / Gluconeogenesis
ko:K01622	path:map00010	Glycolysis / Gluconeogenesis
ko:K14085	path:map00010	Glycolysis / Gluconeogenesis
ko:K15633	path:map00010	Glycolysis / Gluconeogenesis
ko:K00134	path:map00010	Glycolysis / Gluconeogenesis
ko:K01785	path:map00010	Glycolysis / Gluconeogenesis
ko:K01792	path:map00010	Glycolysis / Gluconeogenesis
ko:K00138	path:map00010	Glycolysis / Gluconeogenesis
ko:K00149	path:map00010	Glycolysis / Gluconeogenesis
ko:K00150	path:map00010	Glycolysis / Gluconeogenesis
ko:K00161	path:map00010	Glycolysis / Gluconeogenesis
ko:K00162	path:map00010	Glycolysis / Gluconeogenesis
ko:K00163	path:map00010	Glycolysis / Gluconeogenesis
ko:K00169	path:map00010	Glycolysis / Gluconeogenesis
ko:K00170	path:map00010	Glycolysis / Gluconeogenesis
ko:K01623	path:map00010	Glycolysis / Gluconeogenesis
ko:K01624	path:map00010	Glycolysis / Gluconeogenesis
ko:K01689	path:map00010	Glycolysis / Gluconeogenesis
ko:K00175	path:map00010	Glycolysis / Gluconeogenesis
ko:K00189	path:map00010	Glycolysis / Gluconeogenesis
ko:K00382	path:map00010	Glycolysis / Gluconeogenesis
ko:K00627	path:map00010	Glycolysis / Gluconeogenesis
ko:K00844	path:map00010	Glycolysis / Gluconeogenesis
ko:K00845	path:map00010	Glycolysis / Gluconeogenesis
ko:K00850	path:map00010	Glycolysis / Gluconeogenesis
ko:K00873	path:map00010	Glycolysis / Gluconeogenesis
ko:K00886	path:map00010	Glycolysis / Gluconeogenesis
ko:K00895	path:map00010	Glycolysis / Gluconeogenesis
ko:K00918	path:map00010	Glycolysis / Gluconeogenesis
ko:K00927	path:map00010	Glycolysis / Gluconeogenesis
ko:K01006	path:map00010	Glycolysis / Gluconeogenesis
ko:K01007	path:map00010	Glycolysis / Gluconeogenesis
ko:K01084	path:map00010	Glycolysis / Gluconeogenesis
ko:K01085	path:map00010	Glycolysis / Gluconeogenesis
ko:K13810	path:map00010	Glycolysis / Gluconeogenesis
ko:K13951	path:map00010	Glycolysis / Gluconeogenesis
ko:K13952	path:map00010	Glycolysis / Gluconeogenesis
ko:K13953	path:map00010	Glycolysis / Gluconeogenesis
ko:K13954	path:map00010	Glycolysis / Gluconeogenesis
ko:K01895	path:map00010	Glycolysis / Gluconeogenesis
ko:K01905	path:map00010	Glycolysis / Gluconeogenesis
ko:K01913	path:map00010	Glycolysis / Gluconeogenesis
ko:K00171	path:map00010	Glycolysis / Gluconeogenesis
ko:K00172	path:map00010	Glycolysis / Gluconeogenesis
ko:K00174	path:map00010	Glycolysis / Gluconeogenesis
ko:K02791	path:map00010	Glycolysis / Gluconeogenesis
ko:K03103	path:map00010	Glycolysis / Gluconeogenesis
ko:K01803	path:map00010	Glycolysis / Gluconeogenesis
ko:K01810	path:map00010	Glycolysis / Gluconeogenesis
ko:K01834	path:map00010	Glycolysis / Gluconeogenesis
ko:K01835	path:map00010	Glycolysis / Gluconeogenesis
ko:K01837	path:map00010	Glycolysis / Gluconeogenesis
ko:K06859	path:map00010	Glycolysis / Gluconeogenesis
ko:K08074	path:map00010	Glycolysis / Gluconeogenesis
ko:K10705	path:map00010	Glycolysis / Gluconeogenesis
ko:K11389	path:map00010	Glycolysis / Gluconeogenesis
ko:K11532	path:map00010	Glycolysis / Gluconeogenesis
ko:K11645	path:map00010	Glycolysis / Gluconeogenesis
ko:K12406	path:map00010	Glycolysis / Gluconeogenesis
ko:K12407	path:map00010	Glycolysis / Gluconeogenesis
ko:K03737	path:map00010	Glycolysis / Gluconeogenesis
ko:K03841	path:map00010	Glycolysis / Gluconeogenesis
ko:K04022	path:map00010	Glycolysis / Gluconeogenesis
ko:K04041	path:map00010	Glycolysis / Gluconeogenesis
ko:K04072	path:map00010	Glycolysis / Gluconeogenesis
ko:K01568	path:map00010	Glycolysis / Gluconeogenesis
ko:K16305	path:map00010	Glycolysis / Gluconeogenesis
ko:K16306	path:map00010	Glycolysis / Gluconeogenesis
ko:K16370	path:map00010	Glycolysis / Gluconeogenesis
ko:K02446	path:map00010	Glycolysis / Gluconeogenesis
ko:K02753	path:map00010	Glycolysis / Gluconeogenesis
ko:K02777	path:map00010	Glycolysis / Gluconeogenesis
ko:K02779	path:map00010	Glycolysis / Gluconeogenesis
ko:K12957	path:map00010	Glycolysis / Gluconeogenesis
ko:K15634	path:map00010	Glycolysis / Gluconeogenesis
ko:K15635	path:map00010	Glycolysis / Gluconeogenesis
ko:K15778	path:map00010	Glycolysis / Gluconeogenesis
ko:K15779	path:map00010	Glycolysis / Gluconeogenesis
ko:K15916	path:map00010	Glycolysis / Gluconeogenesis
ko:K24182	path:map00010	Glycolysis / Gluconeogenesis
ko:K25026	path:map00010	Glycolysis / Gluconeogenesis
ko:K18978	path:map00010	Glycolysis / Gluconeogenesis
ko:K20866	path:map00010	Glycolysis / Gluconeogenesis
ko:K21071	path:map00010	Glycolysis / Gluconeogenesis
ko:K18857	path:map00010	Glycolysis / Gluconeogenesis
ko:K22473	path:map00010	Glycolysis / Gluconeogenesis
ko:K22474	path:map00010	Glycolysis / Gluconeogenesis
ko:K24012	path:map00010	Glycolysis / Gluconeogenesis
ko:K22224	path:map00010	Glycolysis / Gluconeogenesis
ko:K20118	path:map00010	Glycolysis / Gluconeogenesis
ko:K00233	path:map00020	Citrate cycle (TCA cycle)
ko:K00234	path:map00020	Citrate cycle (TCA cycle)
ko:K00177	path:map00020	Citrate cycle (TCA cycle)
ko:K00189	path:map00020	Citrate cycle (TCA cycle)
ko:K01959	path:map00020	Citrate cycle (TCA cycle)
ko:K00235	path:map00020	Citrate cycle (TCA cycle)
ko:K03737	path:map00020	Citrate cycle (TCA cycle)
ko:K00236	path:map00020	Citrate cycle (TCA cycle)
ko:K00237	path:map00020	Citrate cycle (TCA cycle)
ko:K01960	path:map00020	Citrate cycle (TCA cycle)
ko:K01774	path:map00020	Citrate cycle (TCA cycle)
ko:K01899	path:map00020	Citrate cycle (TCA cycle)
ko:K01900	path:map00020	Citrate cycle (TCA cycle)
ko:K01902	path:map00020	Citrate cycle (TCA cycle)
ko:K00176	path:map00020	Citrate cycle (TCA cycle)
ko:K00175	path:map00020	Citrate cycle (TCA cycle)
ko:K01958	path:map00020	Citrate cycle (TCA cycle)
ko:K01675	path:map00020	Citrate cycle (TCA cycle)
ko:K01676	path:map00020	Citrate cycle (TCA cycle)
ko:K01677	path:map00020	Citrate cycle (TCA cycle)
ko:K05942	path:map00020	Citrate cycle (TCA cycle)
ko:K15230	path:map00020	Citrate cycle (TCA cycle)
ko:K15231	path:map00020	Citrate cycle (TCA cycle)
ko:K01682	path:map00020	Citrate cycle (TCA cycle)
ko:K00164	path:map00020	Citrate cycle (TCA cycle)
ko:K00169	path:map00020	Citrate cycle (TCA cycle)
ko:K00170	path:map00020	Citrate cycle (TCA cycle)
ko:K00171	path:map00020	Citrate cycle (TCA cycle)
ko:K00172	path:map00020	Citrate cycle (TCA cycle)
ko:K00174	path:map00020	Citrate cycle (TCA cycle)
ko:K00241	path:map00020	Citrate cycle (TCA cycle)
ko:K00242	path:map00020	Citrate cycle (TCA cycle)
ko:K00244	path:map00020	Citrate cycle (TCA cycle)
ko:K01678	path:map00020	Citrate cycle (TCA cycle)
ko:K01679	path:map00020	Citrate cycle (TCA cycle)
ko:K01681	path:map00020	Citrate cycle (TCA cycle)
ko:K00382	path:map00020	Citrate cycle (TCA cycle)
ko:K17753	path:map00020	Citrate cycle (TCA cycle)
ko:K18118	path:map00020	Citrate cycle (TCA cycle)
ko:K18859	path:map00020	Citrate cycle (TCA cycle)
ko:K18860	path:map00020	Citrate cycle (TCA cycle)
ko:K00239	path:map00020	Citrate cycle (TCA cycle)
ko:K00240	path:map00020	Citrate cycle (TCA cycle)
ko:K01648	path:map00020	Citrate cycle (TCA cycle)
ko:K00024	path:map00020	Citrate cycle (TCA cycle)
ko:K00025	path:map00020	Citrate cycle (TCA cycle)
ko:K00026	path:map00020	Citrate cycle (TCA cycle)
ko:K00030	path:map00020	Citrate cycle (TCA cycle)
ko:K00031	path:map00020	Citrate cycle (TCA cycle)
ko:K00116	path:map00020	Citrate cycle (TCA cycle)
ko:K00627	path:map00020	Citrate cycle (TCA cycle)
ko:K00658	path:map00020	Citrate cycle (TCA cycle)
ko:K01596	path:map00020	Citrate cycle (TCA cycle)
ko:K01610	path:map00020	Citrate cycle (TCA cycle)
ko:K01616	path:map00020	Citrate cycle (TCA cycle)
ko:K01647	path:map00020	Citrate cycle (TCA cycle)
ko:K01903	path:map00020	Citrate cycle (TCA cycle)
ko:K25996	path:map00020	Citrate cycle (TCA cycle)
ko:K26318	path:map00020	Citrate cycle (TCA cycle)
ko:K00161	path:map00020	Citrate cycle (TCA cycle)
ko:K00245	path:map00020	Citrate cycle (TCA cycle)
ko:K00246	path:map00020	Citrate cycle (TCA cycle)
ko:K00247	path:map00020	Citrate cycle (TCA cycle)
ko:K00162	path:map00020	Citrate cycle (TCA cycle)
ko:K00163	path:map00020	Citrate cycle (TCA cycle)
ko:K25801	path:map00020	Citrate cycle (TCA cycle)
ko:K25995	path:map00020	Citrate cycle (TCA cycle)
ko:K18128	path:map00030	Pentose phosphate pathway
ko:K01622	path:map00030	Pentose phosphate pathway
ko:K01623	path:map00030	Pentose phosphate pathway
ko:K18126	path:map00030	Pentose phosphate pathway
ko:K18127	path:map00030	Pentose phosphate pathway
ko:K01807	path:map00030	Pentose phosphate pathway
ko:K18237	path:map00030	Pentose phosphate pathway
ko:K18978	path:map00030	Pentose phosphate pathway
ko:K19243	path:map00030	Pentose phosphate pathway
ko:K01839	path:map00030	Pentose phosphate pathway
ko:K19813	path:map00030	Pentose phosphate pathway
ko:K21056	path:map00030	Pentose phosphate pathway
ko:K21071	path:map00030	Pentose phosphate pathway
ko:K21840	path:map00030	Pentose phosphate pathway
ko:K01624	path:map00030	Pentose phosphate pathway
ko:K18125	path:map00030	Pentose phosphate pathway
ko:K01690	path:map00030	Pentose phosphate pathway
ko:K01783	path:map00030	Pentose phosphate pathway
ko:K22969	path:map00030	Pentose phosphate pathway
ko:K01808	path:map00030	Pentose phosphate pathway
ko:K01810	path:map00030	Pentose phosphate pathway
ko:K01835	path:map00030	Pentose phosphate pathway
ko:K00115	path:map00030	Pentose phosphate pathway
ko:K00117	path:map00030	Pentose phosphate pathway
ko:K00131	path:map00030	Pentose phosphate pathway
ko:K00615	path:map00030	Pentose phosphate pathway
ko:K00616	path:map00030	Pentose phosphate pathway
ko:K00850	path:map00030	Pentose phosphate pathway
ko:K00851	path:map00030	Pentose phosphate pathway
ko:K00852	path:map00030	Pentose phosphate pathway
ko:K00874	path:map00030	Pentose phosphate pathway
ko:K00895	path:map00030	Pentose phosphate pathway
ko:K00918	path:map00030	Pentose phosphate pathway
ko:K00948	path:map00030	Pentose phosphate pathway
ko:K01053	path:map00030	Pentose phosphate pathway
ko:K01057	path:map00030	Pentose phosphate pathway
ko:K01086	path:map00030	Pentose phosphate pathway
ko:K01619	path:map00030	Pentose phosphate pathway
ko:K01621	path:map00030	Pentose phosphate pathway
ko:K17463	path:map00030	Pentose phosphate pathway
ko:K17464	path:map00030	Pentose phosphate pathway
ko:K17465	path:map00030	Pentose phosphate pathway
ko:K01625	path:map00030	Pentose phosphate pathway
ko:K18020	path:map00030	Pentose phosphate pathway
ko:K18021	path:map00030	Pentose phosphate pathway
ko:K18022	path:map00030	Pentose phosphate pathway
ko:K18124	path:map00030	Pentose phosphate pathway
ko:K25031	path:map00030	Pentose phosphate pathway
ko:K26208	path:map00030	Pentose phosphate pathway
ko:K00090	path:map00030	Pentose phosphate pathway
ko:K08093	path:map00030	Pentose phosphate pathway
ko:K02446	path:map00030	Pentose phosphate pathway
ko:K03738	path:map00030	Pentose phosphate pathway
ko:K03841	path:map00030	Pentose phosphate pathway
ko:K04041	path:map00030	Pentose phosphate pathway
ko:K22199	path:map00030	Pentose phosphate pathway
ko:K22229	path:map00030	Pentose phosphate pathway
ko:K22345	path:map00030	Pentose phosphate pathway
ko:K00032	path:map00030	Pentose phosphate pathway
ko:K24182	path:map00030	Pentose phosphate pathway
ko:K13937	path:map00030	Pentose phosphate pathway
ko:K15778	path:map00030	Pentose phosphate pathway
ko:K15779	path:map00030	Pentose phosphate pathway
ko:K15916	path:map00030	Pentose phosphate pathway
ko:K08094	path:map00030	Pentose phosphate pathway
ko:K11395	path:map00030	Pentose phosphate pathway
ko:K11441	path:map00030	Pentose phosphate pathway
ko:K11529	path:map00030	Pentose phosphate pathway
ko:K11532	path:map00030	Pentose phosphate pathway
ko:K11645	path:map00030	Pentose phosphate pathway
ko:K13810	path:map00030	Pentose phosphate pathway
ko:K13812	path:map00030	Pentose phosphate pathway
ko:K13831	path:map00030	Pentose phosphate pathway
ko:K00033	path:map00030	Pentose phosphate pathway
ko:K00034	path:map00030	Pentose phosphate pathway
ko:K00036	path:map00030	Pentose phosphate pathway
ko:K07404	path:map00030	Pentose phosphate pathway
ko:K16305	path:map00030	Pentose phosphate pathway
ko:K16306	path:map00030	Pentose phosphate pathway
ko:K16370	path:map00030	Pentose phosphate pathway
ko:K17468	path:map00030	Pentose phosphate pathway
ko:K06152	path:map00030	Pentose phosphate pathway
ko:K17466	path:map00030	Pentose phosphate pathway
ko:K17467	path:map00030	Pentose phosphate pathway
ko:K05774	path:map00030	Pentose phosphate pathway
ko:K06859	path:map00030	Pentose phosphate pathway
ko:K05308	path:map00030	Pentose phosphate pathway
ko:K06151	path:map00030	Pentose phosphate pathway
ko:K19551	path:map00040	Pentose and glucuronate interconversions
ko:K00963	path:map00040	Pentose and glucuronate interconversions
ko:K01686	path:map00040	Pentose and glucuronate interconversions
ko:K19588	path:map00040	Pentose and glucuronate interconversions
ko:K19634	path:map00040	Pentose and glucuronate interconversions
ko:K01051	path:map00040	Pentose and glucuronate interconversions
ko:K01783	path:map00040	Pentose and glucuronate interconversions
ko:K01728	path:map00040	Pentose and glucuronate interconversions
ko:K01730	path:map00040	Pentose and glucuronate interconversions
ko:K01731	path:map00040	Pentose and glucuronate interconversions
ko:K18106	path:map00040	Pentose and glucuronate interconversions
ko:K18107	path:map00040	Pentose and glucuronate interconversions
ko:K01628	path:map00040	Pentose and glucuronate interconversions
ko:K01629	path:map00040	Pentose and glucuronate interconversions
ko:K21030	path:map00040	Pentose and glucuronate interconversions
ko:K00007	path:map00040	Pentose and glucuronate interconversions
ko:K00008	path:map00040	Pentose and glucuronate interconversions
ko:K00011	path:map00040	Pentose and glucuronate interconversions
ko:K00012	path:map00040	Pentose and glucuronate interconversions
ko:K00039	path:map00040	Pentose and glucuronate interconversions
ko:K00040	path:map00040	Pentose and glucuronate interconversions
ko:K00041	path:map00040	Pentose and glucuronate interconversions
ko:K00065	path:map00040	Pentose and glucuronate interconversions
ko:K00078	path:map00040	Pentose and glucuronate interconversions
ko:K00594	path:map00040	Pentose and glucuronate interconversions
ko:K00699	path:map00040	Pentose and glucuronate interconversions
ko:K00848	path:map00040	Pentose and glucuronate interconversions
ko:K01685	path:map00040	Pentose and glucuronate interconversions
ko:K00854	path:map00040	Pentose and glucuronate interconversions
ko:K00875	path:map00040	Pentose and glucuronate interconversions
ko:K00879	path:map00040	Pentose and glucuronate interconversions
ko:K00880	path:map00040	Pentose and glucuronate interconversions
ko:K17738	path:map00040	Pentose and glucuronate interconversions
ko:K17743	path:map00040	Pentose and glucuronate interconversions
ko:K17818	path:map00040	Pentose and glucuronate interconversions
ko:K18102	path:map00040	Pentose and glucuronate interconversions
ko:K18103	path:map00040	Pentose and glucuronate interconversions
ko:K01195	path:map00040	Pentose and glucuronate interconversions
ko:K01213	path:map00040	Pentose and glucuronate interconversions
ko:K01820	path:map00040	Pentose and glucuronate interconversions
ko:K00853	path:map00040	Pentose and glucuronate interconversions
ko:K00002	path:map00040	Pentose and glucuronate interconversions
ko:K05351	path:map00040	Pentose and glucuronate interconversions
ko:K05352	path:map00040	Pentose and glucuronate interconversions
ko:K21031	path:map00040	Pentose and glucuronate interconversions
ko:K21619	path:map00040	Pentose and glucuronate interconversions
ko:K21680	path:map00040	Pentose and glucuronate interconversions
ko:K01804	path:map00040	Pentose and glucuronate interconversions
ko:K01805	path:map00040	Pentose and glucuronate interconversions
ko:K01812	path:map00040	Pentose and glucuronate interconversions
ko:K01815	path:map00040	Pentose and glucuronate interconversions
ko:K01818	path:map00040	Pentose and glucuronate interconversions
ko:K14273	path:map00040	Pentose and glucuronate interconversions
ko:K14274	path:map00040	Pentose and glucuronate interconversions
ko:K14275	path:map00040	Pentose and glucuronate interconversions
ko:K14756	path:map00040	Pentose and glucuronate interconversions
ko:K16190	path:map00040	Pentose and glucuronate interconversions
ko:K08092	path:map00040	Pentose and glucuronate interconversions
ko:K08322	path:map00040	Pentose and glucuronate interconversions
ko:K08323	path:map00040	Pentose and glucuronate interconversions
ko:K09988	path:map00040	Pentose and glucuronate interconversions
ko:K12447	path:map00040	Pentose and glucuronate interconversions
ko:K13247	path:map00040	Pentose and glucuronate interconversions
ko:K13877	path:map00040	Pentose and glucuronate interconversions
ko:K14259	path:map00040	Pentose and glucuronate interconversions
ko:K22396	path:map00040	Pentose and glucuronate interconversions
ko:K22397	path:map00040	Pentose and glucuronate interconversions
ko:K03077	path:map00040	Pentose and glucuronate interconversions
ko:K03078	path:map00040	Pentose and glucuronate interconversions
ko:K03079	path:map00040	Pentose and glucuronate interconversions
ko:K16849	path:map00040	Pentose and glucuronate interconversions
ko:K16850	path:map00040	Pentose and glucuronate interconversions
ko:K24442	path:map00040	Pentose and glucuronate interconversions
ko:K24443	path:map00040	Pentose and glucuronate interconversions
ko:K21681	path:map00040	Pentose and glucuronate interconversions
ko:K22185	path:map00040	Pentose and glucuronate interconversions
ko:K01184	path:map00040	Pentose and glucuronate interconversions
ko:K22187	path:map00040	Pentose and glucuronate interconversions
ko:K26066	path:map00040	Pentose and glucuronate interconversions
ko:K03331	path:map00040	Pentose and glucuronate interconversions
ko:K22994	path:map00040	Pentose and glucuronate interconversions
ko:K22186	path:map00040	Pentose and glucuronate interconversions
ko:K22539	path:map00040	Pentose and glucuronate interconversions
ko:K24707	path:map00040	Pentose and glucuronate interconversions
ko:K25879	path:map00040	Pentose and glucuronate interconversions
ko:K22935	path:map00040	Pentose and glucuronate interconversions
ko:K25881	path:map00040	Pentose and glucuronate interconversions
ko:K22933	path:map00040	Pentose and glucuronate interconversions
ko:K25880	path:map00040	Pentose and glucuronate interconversions
ko:K00895	path:map00051	Fructose and mannose metabolism
ko:K00966	path:map00051	Fructose and mannose metabolism
ko:K00882	path:map00051	Fructose and mannose metabolism
ko:K00900	path:map00051	Fructose and mannose metabolism
ko:K02782	path:map00051	Fructose and mannose metabolism
ko:K02783	path:map00051	Fructose and mannose metabolism
ko:K00971	path:map00051	Fructose and mannose metabolism
ko:K00881	path:map00051	Fructose and mannose metabolism
ko:K19028	path:map00051	Fructose and mannose metabolism
ko:K19029	path:map00051	Fructose and mannose metabolism
ko:K01103	path:map00051	Fructose and mannose metabolism
ko:K02793	path:map00051	Fructose and mannose metabolism
ko:K02794	path:map00051	Fructose and mannose metabolism
ko:K01086	path:map00051	Fructose and mannose metabolism
ko:K00863	path:map00051	Fructose and mannose metabolism
ko:K00879	path:map00051	Fructose and mannose metabolism
ko:K02377	path:map00051	Fructose and mannose metabolism
ko:K02446	path:map00051	Fructose and mannose metabolism
ko:K02768	path:map00051	Fructose and mannose metabolism
ko:K19030	path:map00051	Fructose and mannose metabolism
ko:K19270	path:map00051	Fructose and mannose metabolism
ko:K00976	path:map00051	Fructose and mannose metabolism
ko:K02781	path:map00051	Fructose and mannose metabolism
ko:K18334	path:map00051	Fructose and mannose metabolism
ko:K18335	path:map00051	Fructose and mannose metabolism
ko:K18336	path:map00051	Fructose and mannose metabolism
ko:K18337	path:map00051	Fructose and mannose metabolism
ko:K18338	path:map00051	Fructose and mannose metabolism
ko:K18339	path:map00051	Fructose and mannose metabolism
ko:K18447	path:map00051	Fructose and mannose metabolism
ko:K18818	path:map00051	Fructose and mannose metabolism
ko:K02800	path:map00051	Fructose and mannose metabolism
ko:K02769	path:map00051	Fructose and mannose metabolism
ko:K02770	path:map00051	Fructose and mannose metabolism
ko:K02771	path:map00051	Fructose and mannose metabolism
ko:K02815	path:map00051	Fructose and mannose metabolism
ko:K03332	path:map00051	Fructose and mannose metabolism
ko:K03841	path:map00051	Fructose and mannose metabolism
ko:K04041	path:map00051	Fructose and mannose metabolism
ko:K01218	path:map00051	Fructose and mannose metabolism
ko:K01622	path:map00051	Fructose and mannose metabolism
ko:K01623	path:map00051	Fructose and mannose metabolism
ko:K01624	path:map00051	Fructose and mannose metabolism
ko:K01628	path:map00051	Fructose and mannose metabolism
ko:K01629	path:map00051	Fructose and mannose metabolism
ko:K02812	path:map00051	Fructose and mannose metabolism
ko:K02813	path:map00051	Fructose and mannose metabolism
ko:K02814	path:map00051	Fructose and mannose metabolism
ko:K01803	path:map00051	Fructose and mannose metabolism
ko:K01805	path:map00051	Fructose and mannose metabolism
ko:K01808	path:map00051	Fructose and mannose metabolism
ko:K01809	path:map00051	Fructose and mannose metabolism
ko:K01813	path:map00051	Fructose and mannose metabolism
ko:K01818	path:map00051	Fructose and mannose metabolism
ko:K01820	path:map00051	Fructose and mannose metabolism
ko:K01840	path:map00051	Fructose and mannose metabolism
ko:K16306	path:map00051	Fructose and mannose metabolism
ko:K16370	path:map00051	Fructose and mannose metabolism
ko:K16881	path:map00051	Fructose and mannose metabolism
ko:K17195	path:map00051	Fructose and mannose metabolism
ko:K17497	path:map00051	Fructose and mannose metabolism
ko:K17742	path:map00051	Fructose and mannose metabolism
ko:K18333	path:map00051	Fructose and mannose metabolism
ko:K00594	path:map00051	Fructose and mannose metabolism
ko:K00844	path:map00051	Fructose and mannose metabolism
ko:K00846	path:map00051	Fructose and mannose metabolism
ko:K00847	path:map00051	Fructose and mannose metabolism
ko:K00848	path:map00051	Fructose and mannose metabolism
ko:K00850	path:map00051	Fructose and mannose metabolism
ko:K02796	path:map00051	Fructose and mannose metabolism
ko:K02798	path:map00051	Fructose and mannose metabolism
ko:K11194	path:map00051	Fructose and mannose metabolism
ko:K01711	path:map00051	Fructose and mannose metabolism
ko:K01729	path:map00051	Fructose and mannose metabolism
ko:K01795	path:map00051	Fructose and mannose metabolism
ko:K12660	path:map00051	Fructose and mannose metabolism
ko:K12661	path:map00051	Fructose and mannose metabolism
ko:K19290	path:map00051	Fructose and mannose metabolism
ko:K19291	path:map00051	Fructose and mannose metabolism
ko:K05305	path:map00051	Fructose and mannose metabolism
ko:K05947	path:map00051	Fructose and mannose metabolism
ko:K07026	path:map00051	Fructose and mannose metabolism
ko:K07046	path:map00051	Fructose and mannose metabolism
ko:K08261	path:map00051	Fructose and mannose metabolism
ko:K00008	path:map00051	Fructose and mannose metabolism
ko:K00009	path:map00051	Fructose and mannose metabolism
ko:K00011	path:map00051	Fructose and mannose metabolism
ko:K00045	path:map00051	Fructose and mannose metabolism
ko:K00064	path:map00051	Fructose and mannose metabolism
ko:K00066	path:map00051	Fructose and mannose metabolism
ko:K14634	path:map00051	Fructose and mannose metabolism
ko:K15778	path:map00051	Fructose and mannose metabolism
ko:K15856	path:map00051	Fructose and mannose metabolism
ko:K15916	path:map00051	Fructose and mannose metabolism
ko:K16011	path:map00051	Fructose and mannose metabolism
ko:K16305	path:map00051	Fructose and mannose metabolism
ko:K00007	path:map00051	Fructose and mannose metabolism
ko:K21883	path:map00051	Fructose and mannose metabolism
ko:K22252	path:map00051	Fructose and mannose metabolism
ko:K11195	path:map00051	Fructose and mannose metabolism
ko:K11196	path:map00051	Fructose and mannose metabolism
ko:K11532	path:map00051	Fructose and mannose metabolism
ko:K11645	path:map00051	Fructose and mannose metabolism
ko:K00068	path:map00051	Fructose and mannose metabolism
ko:K02795	path:map00051	Fructose and mannose metabolism
ko:K21071	path:map00051	Fructose and mannose metabolism
ko:K19355	path:map00051	Fructose and mannose metabolism
ko:K19633	path:map00051	Fructose and mannose metabolism
ko:K25814	path:map00051	Fructose and mannose metabolism
ko:K19956	path:map00051	Fructose and mannose metabolism
ko:K24182	path:map00051	Fructose and mannose metabolism
ko:K24204	path:map00051	Fructose and mannose metabolism
ko:K12309	path:map00052	Galactose metabolism
ko:K12316	path:map00052	Galactose metabolism
ko:K01819	path:map00052	Galactose metabolism
ko:K01835	path:map00052	Galactose metabolism
ko:K01854	path:map00052	Galactose metabolism
ko:K02079	path:map00052	Galactose metabolism
ko:K02746	path:map00052	Galactose metabolism
ko:K12317	path:map00052	Galactose metabolism
ko:K12407	path:map00052	Galactose metabolism
ko:K02745	path:map00052	Galactose metabolism
ko:K01684	path:map00052	Galactose metabolism
ko:K01784	path:map00052	Galactose metabolism
ko:K01785	path:map00052	Galactose metabolism
ko:K16370	path:map00052	Galactose metabolism
ko:K16371	path:map00052	Galactose metabolism
ko:K02082	path:map00052	Galactose metabolism
ko:K02744	path:map00052	Galactose metabolism
ko:K18125	path:map00052	Galactose metabolism
ko:K06617	path:map00052	Galactose metabolism
ko:K07406	path:map00052	Galactose metabolism
ko:K07407	path:map00052	Galactose metabolism
ko:K07966	path:map00052	Galactose metabolism
ko:K07967	path:map00052	Galactose metabolism
ko:K08302	path:map00052	Galactose metabolism
ko:K10984	path:map00052	Galactose metabolism
ko:K10985	path:map00052	Galactose metabolism
ko:K10986	path:map00052	Galactose metabolism
ko:K11395	path:map00052	Galactose metabolism
ko:K17716	path:map00052	Galactose metabolism
ko:K18124	path:map00052	Galactose metabolism
ko:K06611	path:map00052	Galactose metabolism
ko:K12308	path:map00052	Galactose metabolism
ko:K01193	path:map00052	Galactose metabolism
ko:K01203	path:map00052	Galactose metabolism
ko:K01220	path:map00052	Galactose metabolism
ko:K01229	path:map00052	Galactose metabolism
ko:K01631	path:map00052	Galactose metabolism
ko:K01635	path:map00052	Galactose metabolism
ko:K15778	path:map00052	Galactose metabolism
ko:K15779	path:map00052	Galactose metabolism
ko:K02786	path:map00052	Galactose metabolism
ko:K12047	path:map00052	Galactose metabolism
ko:K12111	path:map00052	Galactose metabolism
ko:K12112	path:map00052	Galactose metabolism
ko:K00011	path:map00052	Galactose metabolism
ko:K18126	path:map00052	Galactose metabolism
ko:K18127	path:map00052	Galactose metabolism
ko:K18819	path:map00052	Galactose metabolism
ko:K21071	path:map00052	Galactose metabolism
ko:K02747	path:map00052	Galactose metabolism
ko:K02773	path:map00052	Galactose metabolism
ko:K02774	path:map00052	Galactose metabolism
ko:K02775	path:map00052	Galactose metabolism
ko:K00917	path:map00052	Galactose metabolism
ko:K00963	path:map00052	Galactose metabolism
ko:K00965	path:map00052	Galactose metabolism
